id,type,frame,magnitude,map,path
buffalo_FM,ship,,1.5,normal,graphics/shaders/normal/ships/buffalo_FM_normal.png
FM_Loupgarou,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Loupgarou_normal.png
FM_Hearn,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Hearn_normal.png
FM_Yagokoro,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Yagokoro_normal.png
FM_Rotation,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Rotation_normal.png
FM_Firefly,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Firefly_normal.png
FM_Parasol,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Parasol_normal.png
FM_Nightbird,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Nightbird_normal.png
FM_Rabbit,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Rabbit_normal.png
FM_Bazhiwu,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Bazhiwu_normal.png
FM_Rumia,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Rumia_normal.png
FM_Bibliophilia,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Bibliophilia_normal.png
FM_Aya,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Aya_normal.png
FM_Witch,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Witch_normal.png
FM_Puppeteer,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Puppeteer_normal.png
FM_Reisen,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Reisen_main_normal.png
FM_Baize,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Baize_normal.png
FM_Miko,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Miko_normal.png
FM_Egret,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Egret_normal.png
FM_Konpaku,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Konpaku_normal.png
FM_Satori,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Satori_normal.png
FM_Miracle,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Miracle_normal.png
FM_Byakuren,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Byakuren_normal.png
FM_Amanojyak,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Amanojyaku_normal.png
FM_Crow_drone,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Crow_drone_normal.png
FM_Kedama_drone,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Kedama_drone_normal.png
FM_Halfghost,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Halfghost_normal.png
FM_Fairy,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Fairy_normal.png
FM_Fairy_ice,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Fairy_ice_normal.png
FM_Fairy_bomb,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Fairy_bomb_normal.png
FM_Fairy_rocket,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Fairy_rocket_normal.png
FM_Shanghai,ship,,1.5,normal,graphics/shaders/normal/ships/FM_Shanghai_normal.png
