"name","id","tier","rarity","tech/manufacturer","tags","uiTags","base value","unlocked","hidden","hiddenEverywhere","cost_frigate","cost_dest","cost_cruiser","cost_capital","script","desc","short","sModDesc","sprite"
"Inertial Supercharger","nskr_inertial",2,,"Kesteven","offensive, merc, kesteven, no_drop, no_drop_salvage","Weapons",8000,,,,8,10,12,15,"scripts.kissa.LOST_SECTOR.hullmods.nskr_inertial","Ships projectile weapons become supercharged. Non missile projectile wepons gain %s of ships current velocity as bonus damage.",,,"graphics/hullmods/nskr_inertial.png"
"Volatile Flux Injector","nskr_volatile",2,,"Kesteven","special, engines, offensive, merc, kesteven, no_drop, no_drop_salvage","Weapons, Engines, Special",9000,,,,10,15,25,40,"scripts.kissa.LOST_SECTOR.hullmods.nskr_volatile","A set of modifications to the ships flux network allow for greatly increased performance when at low flux. This comes at the cost of greatly reduced performance if flux is allowed to build up in the system.",,,"graphics/hullmods/nskr_volatile.png"
"High Capacitance Banks","nskr_bigBats",2,,"Kesteven","offensive, merc, kesteven, no_drop, no_drop_salvage","Special",7000,,,,6,12,20,30,"scripts.kissa.LOST_SECTOR.hullmods.nskr_bigBats","Massive reservers of spare power increase system max charges by %s. Also counts for systems in the defense slot.",,,"graphics/hullmods/nskr_bigBats.png"
"Critical Point Protection","nskr_criticalArmor",2,,"Kesteven","defensive, merc, kesteven, standard, no_drop, no_drop_salvage","Defenses",6500,,,,8,15,20,40,"scripts.kissa.LOST_SECTOR.hullmods.nskr_criticalArmor","The protection of poorly armored ships can be daramatically improved with a series of modifications to the defenses of critical systems. Increases the ship's armor from %s/%s/%s/%s up to %s/%s/%s/%s points, depending on hull size and base armor. The bonus is scaled from base armor.","Increases armor.",,"graphics/hullmods/nskr_criticalArmor.png"
,,,,,,,,,,,,,,,,,,,
"Kesteven Connections","CHM_kesteven",,,"Kesteven",,,,,"TRUE",,0,0,0,0,"scripts.kissa.LOST_SECTOR.hullmods.CHM_kesteven","You now have a vast network of connections guiding you to use tax refunds, subcontractors, cheaper labor, government grants and just outright legal loopholes to squeeze every credit.

You gain %s of your monthly fleet expenditures (such as crew pay) as a trickleback refund.",,,"graphics/hullmods/nskr_kestevenCC.png"
,,,,,,,,,,,,,,,,,,,
"Ultracaliber Battery","nskr_ultracaliber",,,,,,,,"TRUE",,0,0,0,0,"scripts.kissa.LOST_SECTOR.hullmods.nskr_ultracaliber","The projectile weapons on this hull are modifed in a special way when mounted. This changes the performance of non-missile weapons.",,,"graphics/hullmods/nskr_ultracaliber.png"
"ABSORB System","nskr_absorption",,,,,,,,"TRUE",,0,0,0,0,"scripts.kissa.LOST_SECTOR.hullmods.nskr_absorption","An extensive set of modifications to the hull allows this ship absorb energy from enemy fire and redirect it to weapon systems.",,,"graphics/hullmods/nskr_absorption.png"
"Augmented Systems","nskr_augmented",,,,,,,,"TRUE",,0,0,0,0,"scripts.kissa.LOST_SECTOR.hullmods.nskr_augmented","This ship is built to adapt with certain installed hullmods.",,,"graphics/hullmods/nskr_augmented.png"
