id,type,frame,magnitude,map,path
#ship,,,,,
mimikko_kasutariri_radiant_1,ship,,1,normal,graphics/maps/normal/ships/mimikko_kasutariri_radiant/mimikko_kasutariri_radiant_1_normal.png
mimikko_kasutariri_radiant_2,ship,,1,normal,graphics/maps/normal/ships/mimikko_kasutariri_radiant/mimikko_kasutariri_radiant_2_normal.png
mimikko_kasutariri_radiant_3,ship,,1,normal,graphics/maps/normal/ships/mimikko_kasutariri_radiant/mimikko_kasutariri_radiant_3_normal.png
mimikko_kasutariri_radiant_4,ship,,1,normal,graphics/maps/normal/ships/mimikko_kasutariri_radiant/mimikko_kasutariri_radiant_4_normal.png
mimikko_kasutariri_radiant_5,ship,,1,normal,graphics/maps/normal/ships/mimikko_kasutariri_radiant/mimikko_kasutariri_radiant_5_normal.png
mimikko_kasutariri_radiant_6,ship,,1,normal,graphics/maps/normal/ships/mimikko_kasutariri_radiant/mimikko_kasutariri_radiant_6_normal.png
mimikko_nonona_paragon,ship,,1,normal,graphics/maps/normal/ships/mimikko_nonona_paragon_normal.png
mimikko_yurika_onslaught,ship,,1,normal,graphics/maps/normal/ships/mimikko_yuruka_onslaught_normal.png
mimikko_zero_fighter,ship,,1,normal,graphics/maps/normal/ships/mimikko_zero_fighter_normal.png
wolf_atraya,ship,,1,normal,graphics/maps/normal/ships/wolf_atraya_normal.png
hyperion_momona,ship,,1,normal,graphics/maps/normal/ships/hyperion_momona_normal.png
tempest_miruko,ship,,1,normal,graphics/maps/normal/ships/tempest_miruko_normal.png
,,,,,
#weapon,,,,,
mimikko_kasutaria_torpedo,turret,,1,normal,graphics/maps/normal/weapons/mimikko_kasutaria_torpedo_turret_base_normal.png
mimikko_kasutaria_torpedo,hardpoint,,1,normal,graphics/maps/normal/weapons/mimikko_kasutaria_torpedo_hardpoint_base_normal.png
mimikko_kasutariri_beam,turret,,1,normal,graphics/maps/normal/weapons/mimikko_kasutariri_beam_turret_base_normal.png
mimikko_kasutariri_beam,hardpoint,,1,normal,graphics/maps/normal/weapons/mimikko_kasutariri_beam_hardpoint_base_normal.png
mimikko_kurumi_autopulse,turret,,1,normal,graphics/maps/normal/weapons/mimikko_kurumi_autopulse/mimikko_kurumi_autopulse_turret_base_normal.png
mimikko_kurumi_autopulse,hardpoint,,1,normal,graphics/maps/normal/weapons/mimikko_kurumi_autopulse/mimikko_kurumi_autopulse_hardpoint_base_normal.png
mimikko_yurika_shield_1,turret,,1,normal,graphics/maps/normal/weapons/mimikko_yurika_shield_1_base_normal.png
mimikko_yurika_shield_1,hardpoint,,1,normal,graphics/maps/normal/weapons/mimikko_yurika_shield_1_base_normal.png
mimikko_yurika_shield_2,turret,,1,normal,graphics/maps/normal/weapons/mimikko_yurika_shield_2_base_normal.png
mimikko_yurika_shield_2,hardpoint,,1,normal,graphics/maps/normal/weapons/mimikko_yurika_shield_2_base_normal.png
mimikko_kasitariri_weapon_1,turret,,1,normal,graphics/shaders/normal/weapons/gauss_cannon_turret_base_normal.png
mimikko_kasitariri_weapon_1,hardpoint,,1,normal,graphics/shaders/normal/weapons/gauss_cannon_hardpoint_base_normal.png
mimikko_kasitariri_weapon_2,turret,,1,normal,graphics/shaders/normal/weapons/gauss_cannon_turret_base_normal.png
mimikko_kasitariri_weapon_2,hardpoint,,1,normal,graphics/shaders/normal/weapons/gauss_cannon_hardpoint_base_normal.png
mimikko_kasutaria_torpedo_1,turret,,1,normal,graphics/shaders/normal/weapons/gauss_cannon_turret_base_normal.png
mimikko_kasutaria_torpedo_1,hardpoint,,1,normal,graphics/shaders/normal/weapons/gauss_cannon_hardpoint_base_normal.png
mimikko_kasutaria_weapon_1,turret,,1,normal,graphics/shaders/normal/weapons/resonator_turret_base_normal.png
mimikko_kasutaria_weapon_1,hardpoint,,1,normal,graphics/shaders/normal/weapons/resonator_hardpoint_base_normal.png
mimikko_kasutaria_weapon_2,turret,,1,normal,graphics/shaders/normal/weapons/resonator_turret_base_normal.png
mimikko_kasutaria_weapon_2,hardpoint,,1,normal,graphics/shaders/normal/weapons/resonator_hardpoint_base_normal.png
mimikko_kasutaria_weapon_3,turret,,1,normal,graphics/shaders/normal/weapons/resonator_turret_base_normal.png
mimikko_kasutaria_weapon_3,hardpoint,,1,normal,graphics/shaders/normal/weapons/resonator_hardpoint_base_normal.png
