name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Sledge Gun,ii_sledgegun,2,,500,1000,,65,,20,15,7,,,,HIGH_EXPLOSIVE,80,,0,1,1,,0,5,1,5,,1000,,,50,,,,"he7, LR, ii_wpn_bp, merc",,Imperium,,Suppression,,,,,Hits on hull or armor have a %s chance to deal %s extra high explosive damage.,50% | 30,,,,7650
Lux Repeater,ii_lux,3,0.3,800,700,,45,,1,20,7,,,,HIGH_EXPLOSIVE,30,,0,2.7,14,0.1,0,10,1,5,,1000,,,10,,,,"he7, LR, ii_rare_bp, rare_bp, merc",,Imperium,,Anti Armor,,,,,,,,,,7651
Arcus Autocannon,ii_arcus,2,,400,650,,125,,5,30,6,,,,KINETIC,90,,0,1,1,,0,10,2,10,,1200,,,40,,,,"kinetic7, ii_wpn_bp, merc",,Imperium,,Anti Shield,,,,,,,,,,7672
Siege Mortar,ii_siegemortar,2,,450,800,,150,,8,15,6,,,,HIGH_EXPLOSIVE,100,,0,1.5,1,,0,20,5,10,,500,,,10,,,,"he6, LR, ii_wpn_bp, merc",,Imperium,,Anti Armor,,,,,,,,,,7673
Sledge Cannon,ii_sledgecannon,2,,2100,1500,,125,,50,5,13,,,,HIGH_EXPLOSIVE,175,,0,1.25,1,,0,5,1,5,,1100,,,100,,,,"he16, LR, ii_wpn_bp, merc",,Imperium,,Suppression,,,,,Hits on hull or armor have a %s chance to deal %s extra high explosive damage.,50% | 60,,,,7653
Sagittarius Autogun,ii_sagittarius,1,,1000,700,,72,,40,40,11,,,,FRAGMENTATION,22,,0,0.1,1,,0,15,0.5,5,,1500,,,15,,,"ANTI_FTR,PD,PD_ALSO","pd13, he8, kinetic8, ii_common_bp, ii_wpn_bp, ind, merc",,Imperium,,Multirole,,,,,Will target missiles if no other targets are in range.,,,,,7654
Solis Cannon,ii_solis,3,0.3,2600,800,,325,,50,10,15,,,,HIGH_EXPLOSIVE,330,,0.2,2.2,1,,0,12,3,6,,800,,,50,,,,"he16, ii_rare_bp, rare_bp, hist1t, merc",,Imperium,,Anti Armor,,,,,,,,,,7655
Telum Autocannon,ii_telum,3,0.3,3000,800,,230,,25,7,15,,,,KINETIC,250,,0,2.4,3,0.3,0,10,1,5,,1200,,,50,,,,"kinetic16, ii_rare_bp, rare_bp, hist1t, merc",,Imperium,,Anti Shield,,,,,,,,,,7656
Light Ballista Launcher,ii_smallballista,2,,250,6000,,225,,10,20,4,5,0.05,,HIGH_EXPLOSIVE,0,,0,10,1,,0,0,0,0,,150,50,50,50,,,"DO_NOT_AIM, DO_NOT_CONSERVE","utility7, missile3, ii_wpn_bp, merc, reload_2pt",,Imperium,,Anti Armor,Slow / Fast,Poor,,,Hits on hull or armor have a %s chance to deal %s extra high explosive damage.,50% | 350,"Boosts speed upon final approach to the target, but quickly fizzles if it misses.",,,7657
Javelin ASM (Single),ii_javelinsingle,0,,100,1500,,1000,,25,30,1,1,,,HIGH_EXPLOSIVE,0,,0,5,1,,0,0,0,,,175,150,16,425,,,DO_NOT_AIM,"strike4, missile3, ii_common_bp, ind, reload_1_and_a_half_pt",,Imperium,,Finisher,Slow,Very Poor,,,,,,,TRUE,7658
Javelin ASM Rack,ii_javelinsmall,1,,200,1500,,1000,,25,30,3,2,,,HIGH_EXPLOSIVE,0,,0,1,1,,0,0,0,,,175,150,16,425,,,DO_NOT_AIM,"strike6, missile5, ii_wpn_bp, merc, reload_3pt",,Imperium,,Finisher,Slow,Very Poor,,,,,,,TRUE,7659
