name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
TTSC Graviton Beam,TTSC_gravitonbeam,2,,1500,1000,100,,,10,15,9,,,,HIGH_EXPLOSIVE,,75,0.1,0.1,,,,,,,2400,,,,,,,,"beam12, LR, TTSCW_bp",,TTSC,,Anti Armor,,,,,Gravitic effects slow and push target off-course. The effect is minor.,,,,,
TTSC Paladin System,TTSC_guardian,2,,5000,750,1000,,,0,75,18,20,1,,ENERGY,,750,0,0,0.2,0.1,,,,,1000000,,,,,,,,"beam15, TTSCW_bp",,TTSC,,General,,,,,"When all sub-beams impact a target in close proximity to each other, the spalling effect produces an explosion that deals up to 100 points of fragmentation damage to other nearby targets.",100 | fragmentation,,,,
TTSC Heavy Burst Laser,TTSC_heavyburst,2,,2000,600,450,,,0,40,11,5,0.5,,ENERGY,,300,0.1,0.1,0.3,0.1,,,,,10000,,,,,,,,"beam10, TTSCW_bp",,TTSC,,General,,,,,,,,,,
TTSC High Intensity Laser,TTSC_hil,1,,4500,1000,500,,,0,5,20,,,,KINETIC,,400,0.1,0.1,,,,,,,2400,,,,,,,,"beam20, LR, TTSCW_bp",,TTSC,,Anti Shield,,,,,,,,,,
TTSC Interdictor Beam,TTSC_interdictorbeam,1,,1000,1000,10,,50,400,15,5,,,,ENERGY,,100,0,0,,,,,,,2400,,,,,,,,TTSCW_bp,,TTSC,,Suppression,,,,,,,,,,
TTSC Ion Beam,TTSC_ionbeam,2,,2500,1000,200,,400,0,15,12,,,,FRAGMENTATION,,200,0.1,0.1,,,,,,,2400,,,,,,,FIRE_WHEN_INEFFICIENT,"beam14, LR, TTSCW_bp",,TTSC,,Suppression,,,,,"Hits on hull or armor periodically arc to weapons and engines, dealing extra EMP and energy damage. Hits on shields have a chance to generate a shield-penetrating arc based on the target's hard flux level.",,,,,
TTSC Long Range Laser,TTSC_lrpdlaser,1,,400,800,100,,,0,100,5,,,,ENERGY,,50,0,0.25,,,,,,,3600,,,,,,,,"beam5, TTSCW_bp",,TTSC,,General,,,,,,,,,,
TTSC Medium Range Laser,TTSC_mininglaser,1,,200,600,85,,,0,80,4,,,,ENERGY,,30,0,0.25,,,,,,,2400,,,,,,,,"beam7, SR, TTSCW_bp",,TTSC,,General,,,,,,,,,,
TTSC Burst Laser,TTSC_pdburst,2,,600,500,350,,,0,100,7,3,0.5,,ENERGY,,200,0.1,0.1,0.3,0.1,,,,,10000,,,,,,,,"beam6, TTSCW_bp",,TTSC,,General,,,,,,,,,,
TTSC Long Range Burst,TTSC_pdburst_fighter,2,,600,1000,110,,,0,100,7,3,0.5,,ENERGY,,100,0.1,0.1,0.8,0.1,,,,,10000,,,,,,,," beam6, TTSCW_bp",,TTSC,,General,,,,,,,,,,
TTSC Short Range Laser,TTSC_pdlaser,0,,100,400,45,,,0,80,2,,,,ENERGY,,20,0,0,,,,,,,2400,,,,,,,,"beam0, energy0, TTSCW_bp",,TTSC,,General,,,,,,,,,,
TTSC Phase Lance,TTSC_phasebeam,1,,1500,600,1000,,,0,20,10,,,,HIGH_EXPLOSIVE,,1200,0.25,0.5,1,4,,,,,3200,,,,,,,,"energy14, beam10,TTSCW_bp",,TTSC,,Anti Armor,,,,,,,,,,
TTSC_Plasma Beam,TTSC_plasma,3,,7500,700,500,,,0,20,30,,,,ENERGY,,550,0.33,1.01,3,0.33,,,,,750,,,,,,,,"beam20, TTSCW_bp",,TTSC,,General,,,,,,,,,,
